"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"374","RT @NidaPeabadly: .@EthanMulhollan2 I value my #followers! ☮������������ Get to know me by checking out @AlfonzoWords' blog linked in my pinned tweet…",2,FALSE,FALSE,"832353375102582784",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,NA,"en",1679,FALSE,"Johannesburg","425462839","Words are Immortal. Quis Custodiet ipsos Custodes? ****VOTE pinned tweet",TRUE,"Thu Dec 01 01:29:41 +0000 2011",78361,14462,91389,FALSE,"http://alfonzowords.blogspot.co.za/","Enricoh Alfonzo","Pacific Time (US & Canada)","en",-28800,13042,"Alfonzowords",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","RT @_6sh_: إذا أحببت شخصا خذه معك في دعائك دون علمه فهكذا يكون الحب أجمل وأقرب إلى الله.",61,FALSE,FALSE,"832353375098376192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,NA,"ar",0,FALSE,NA,"2683314440","اللهم اسكن جدتي نوره الرشود الفردوس الاعلى من الجنه واجعل قبرها روضه من رياض الجنة.. ﴿وأفوِّض أمري إلى الله إنّ الله بصيرٌ بالعِباد﴾",TRUE,"Sat Jul 26 21:05:52 +0000 2014",20138,867,2372,FALSE,NA,"Rahaf✨",NA,"ar",NA,2600,"Rahafalsubaiiie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","@MwithO_run 
タグ反応ありがとうございます〜◎

よければ繋がりませんか？？������ https://t.co/BCsSrMZZ6y",0,FALSE,FALSE,"832353375115046913","MwithO_run","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,"2495604762","ja",113,FALSE,"京都出身の三重住みやでな","730043463454982144","THE ORAL CIGARETTES / 04LS / ONAKAMA / リビジョン / 無言は気分 / かりん☞@mm_at_03 / かのぴ(変態同盟)☞@yupirock / おなかま☞@BLUE_04Ls / 妹☞@ELLE__midori / ちっちゃいの☞@moco_hi_",FALSE,"Tue May 10 14:35:00 +0000 2016",21886,1082,26836,FALSE,NA,"なおhiro",NA,"en",NA,899,"shiawasemotomu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://gbf.game.mbga.jp/#profile/219799","https://t.co/BCsSrMZZ6y"
"377","#فطيم_الانيقه_30k
#لطوف_الاميره_30k
#ملكه_هاشميه_45k
#الاميره_ريميه_100k
#العالميه_ليلي_200k_متابع
منصور nuyR",0,FALSE,FALSE,"832353375094263809",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,NA,"und",0,FALSE,NA,"801149687906451456",NA,FALSE,"Tue Nov 22 19:45:45 +0000 2016",662,0,0,FALSE,NA,"#منصور_اسد_الترند",NA,"en",NA,0,"PaulaNi80579020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","@ServanOnder Düşünebilen bir insan bunların göt ve penis olduğunu anlar aqqqqqqqqqqqq",0,FALSE,FALSE,"832353375098380288","ServanOnder","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017","832353192662937600","410267679","tr",0,FALSE,"Summit","991869834","M.K. -Yeditepe University / Law . http://Instagram.com/mertkryln",TRUE,"Wed Dec 05 22:06:58 +0000 2012",2835,880,1845,FALSE,NA,"Mert Karayılan","Athens","tr",7200,169,"oneMoneK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","Het Parool | Ajax weet niet te winnen van Legia Warschau https://t.co/0JhWnBZsRJ",0,FALSE,FALSE,"832353375106826241",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,NA,"nl",128,FALSE,NA,"1304420018",NA,FALSE,"Tue Mar 26 15:03:51 +0000 2013",1059614,613,0,FALSE,NA,"Kranten en RTV",NA,"nl",NA,0,"Kranten_en_RTV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d3waapp.org/","https://t.co/0JhWnBZsRJ"
"380","ميمي بنتي من زمان ������ https://t.co/hZ15exPvIF",0,FALSE,FALSE,"832353375106760705",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,NA,"ar",3,FALSE,"   오세훈 어깨  7fab","3435390142","BELIEVE IN Hunhan hunlay❤️XunqI
Sehun Squad X'back layhan    세훈사랑해❤️❤️ L' Aveugle
#hunhan",FALSE,"Sat Aug 22 11:05:52 +0000 2015",38991,326,15813,FALSE,"http://www.weibo.com/sayansu?is_hot=1","Lara|Moonlight❤️","Pacific Time (US & Canada)","ar",-28800,1616,"Sehunhan520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/Kieraplease/status/832353026128150528","https://t.co/hZ15exPvIF"
"381","If your single and ready to mingle loke and we hit it off in them dms������",0,FALSE,FALSE,"832353375123566593",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,NA,"en",4,FALSE,"Subscribe to my Channel","3600990492","Editor & Content Creator. Founder of @StrideUnity & @StrideImagery /My Portfolio http://xtportfolio.weebly.com/",FALSE,"Fri Sep 18 03:59:25 +0000 2015",3028,610,2852,FALSE,"https://www.youtube.com/channel/UCPyvY93oJNfoke4sLp8-7mg","MerkyEdits","Central Time (US & Canada)","en",-21600,74,"OhMerky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","tawstittmo������������������",0,FALSE,FALSE,"832353375102578692",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,NA,"en",7,FALSE,"w/ my stankkk","2911401000","..//edwinsis������",TRUE,"Thu Nov 27 02:18:12 +0000 2014",89321,2166,10967,FALSE,NA,"diamond",NA,"en",NA,1329,"alexrnae_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","Una murga de 5 locos cortó una avenida principal. Como si no tuviéramos suficiente con las manifestaciones carnavalescas de la izquierda.",0,FALSE,FALSE,"832353375094190080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,NA,"es",3,FALSE,"Córdoba, Argentina","166489462","22. Casi vegano. Composición Musical - UNC.",TRUE,"Wed Jul 14 08:09:35 +0000 2010",2141,1726,9946,FALSE,"https://www.facebook.com/Pairo.Sim","Sr. Simón","Buenos Aires","es",-10800,1516,"SrSimonP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","@abcrom16 yeeeeea... no.",0,FALSE,FALSE,"832353375119368192","abcrom16","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017","832352617904926721","1586964103","en",3,FALSE,NA,"2529056566","rip dad, I love you������",TRUE,"Sun May 04 20:22:18 +0000 2014",4047,1149,4535,FALSE,NA,"MK","Eastern Time (US & Canada)","en",-18000,838,"doseofmk_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","[중앙일보][디지털 오피니언] 두 남자의 승부, 그 후엔?! 떨거지들이 된다
https://t.co/12bHdVPYWD",0,FALSE,FALSE,"832353375110967296",NA,"<a href=""http://linkis.com"" rel=""nofollow"">Put your button on any page! </a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,NA,"ko",66,FALSE,"KOREA(大韓民國) ","391239003","知天命, AB形, 
의에 죽고 참에 살자 그리고 잘먹고 잘살자
그리고 #빨갱이 꼭 때려잡자",FALSE,"Sat Oct 15 08:10:08 +0000 2011",87802,9880,7614,FALSE,NA,"Donald","Seoul","ko",32400,10707,"Park_Donald",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/832353379296763904","https://t.co/12bHdVPYWD"
"386","https://t.co/pp4CyrooOA",0,FALSE,FALSE,"832353375123562497",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,NA,"und",0,FALSE,"indianapolis","512234484",NA,FALSE,"Fri Mar 02 17:36:26 +0000 2012",19131,275,5,FALSE,NA,"Patrick Honeycutt",NA,"en",NA,908,"lilPatrick317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://ln.is/radio.garden/live/al/rOFG0","https://t.co/pp4CyrooOA"
"387","Европарламент утвердил торговое соглашение с Канадой",0,FALSE,FALSE,"832353375115210754",NA,"<a href=""http://cookiechomper.blogspot.com"" rel=""nofollow"">Cookie Chomper App</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,NA,"ru",0,FALSE,"Maastricht","18983994","What?",TRUE,"Wed Jan 14 17:24:53 +0000 2009",1402,1104,2,FALSE,NA,"Guus","Athens","ru",7200,1118,"gusendjang",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","اللهم إني أسألك خير هذه اليوم:فتحه ونصره ونوره وبركته وهداه وأعوذ بك من شر ما فيه وشر ما بعده https://t.co/H8CGTugmS1",0,FALSE,FALSE,"832353375115210752",NA,"<a href=""http://mezani.net/"" rel=""nofollow"">تطبيق ميزاني</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,NA,"ar",0,FALSE,"فقط | الكويت","3906400477",NA,TRUE,"Thu Oct 15 20:27:58 +0000 2015",9473,183,14,FALSE,NA,"موسى ركـآبـي .",NA,"en",NA,61,"rekabi_m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://dlvr.it/NPDxhS","https://t.co/H8CGTugmS1"
"389","All ive asked for is a Ferrari, is that too much? ������������ #BdayBoy",0,FALSE,FALSE,"832353375094202368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,NA,"en",1,FALSE,"Arabia","485368510","@LSU alumnus 13'. Petroleum Engineer",TRUE,"Tue Feb 07 03:58:25 +0000 2012",2004,289,285,FALSE,NA,"Mansour S. AlGhamdi","Central Time (US & Canada)","en",-21600,279,"Mansour_SaadG","BH","Bahrain","country","Bahrain",NA,NA,25.952302,50.5738735,NA,NA,NA,NA
"390","Alguém me convida pfv",0,FALSE,FALSE,"832353375106764801",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,NA,"pt",0,FALSE,"Mineira uai.","4623541894","Ter nada, é ter o mundo inteirinho pra se ganhar.������������",FALSE,"Sun Dec 27 17:00:19 +0000 2015",228,29,257,FALSE,NA,"Tamiris Martins",NA,"pt",NA,53,"tamiris22222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","@ffxv_prompto THE SEX SCENE HOLY SHIt",0,FALSE,FALSE,"832353375094185984","ffxv_prompto","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,"2485684087","en",38,FALSE,"Belgium","94392235","Hey I'm Nick | ������ Anime | I'm a kid | 日本学科の学生 @ KUL | gamedev, programming grad | JP & RPG fan | I run @MoogleKupoCake. | INFJ",FALSE,"Thu Dec 03 19:10:49 +0000 2009",72653,896,29209,FALSE,"http://katsudonwatches.tumblr.com","Nick","Brussels","en",3600,967,"fluffykatsudon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","RT @BrandonEvrs: It's really disturbing how men indiscriminately hurt women, feel zero remorse, and then blame women for their own a… ",21879,FALSE,FALSE,"832353375102631937",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,NA,"en",9,FALSE,"st. louis","2372899212","sc : d.0navan",TRUE,"Wed Mar 05 00:16:25 +0000 2014",9840,278,24642,FALSE,NA,"D-SWIZZLE✌������","Pacific Time (US & Canada)","en",-28800,233,"_donwright",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://dmdm-77.com",""
"393","RT @FraancoFerrari1: tal cual, lo que pienso cuando le digo careta a alguien ! https://t.co/hDn8XVw997",1,FALSE,FALSE,"832353375119405056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,NA,"es",1,FALSE,"Santo Tomé, Argentina","4282028235","Boys Don't Cry ������",TRUE,"Thu Nov 26 05:28:15 +0000 2015",21401,794,7699,FALSE,"https://www.instagram.com/luniclk/","Luni CLK ������",NA,"es",NA,319,"LuniMc4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://dlvr.it/NPDxdj","https://t.co/hDn8XVw997"
"394","Court Orders Final Forfeiture Of $153.3m Linked To Allison-Madueke - Leadership Newspapers https://t.co/QHD689QY6W",0,FALSE,FALSE,"832353375131889664",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,NA,"en",36,FALSE,NA,"1652692314",NA,FALSE,"Wed Aug 07 11:28:46 +0000 2013",76672,191,10,FALSE,NA,"Joseph mayor",NA,"en",NA,154,"Josmayor_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://dlvr.it/NPDxkS","https://t.co/QHD689QY6W"
"395","RT @KamalaHarris: RT if you agree: Americans deserve a transparent, independent investigation into Russia’s involvement with the Trump camp.",82875,FALSE,FALSE,"832353375110983681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,NA,"en",4,FALSE,"ny","24760617","23 year old photographer from long island",TRUE,"Mon Mar 16 20:17:44 +0000 2009",17730,183,3872,FALSE,NA,"morgan maloney","Central Time (US & Canada)","en",-21600,236,"bonezx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","@XavierMestri @FiorellaMannoia ❤",0,FALSE,FALSE,"832353375127797766","XavierMestri","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017","832343681634025472","814954334525984769","und",0,FALSE,NA,"832351208291651585",NA,FALSE,"Thu Feb 16 22:09:27 +0000 2017",1,0,1,FALSE,NA,"Antonella Mappa",NA,"it",NA,5,"AntonellaMappa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","RT @SCREAMINPOETS: https://t.co/8q1RALv7HA",430,FALSE,FALSE,"832353375115153409",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,NA,"und",44,FALSE,NA,"149186585","lost",TRUE,"Fri May 28 16:51:42 +0000 2010",83676,41268,6114,FALSE,NA,"☾","London","en",0,46315,"sinfuIy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","Everything about number 421637509950 https://t.co/iuXDAtlTzp #421637509950 #numbers",0,FALSE,FALSE,"832353375094206465",NA,"<a href=""http://www.mightynumbers.com"" rel=""nofollow"">MightyNumbers</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,NA,"en",0,FALSE,NA,"592966121",NA,FALSE,"Mon May 28 18:49:57 +0000 2012",441427,3,0,FALSE,"http://www.mightynumbers.com","Mighty Numbers",NA,"en",NA,0,"MightyNumbers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/NIERPE/status/832353295347941376","https://t.co/iuXDAtlTzp"
"399","#بابا_شيلني https://t.co/sreZhQE6Mw",0,FALSE,FALSE,"832353375131930625",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:03 +0000 2017",NA,NA,"und",2,FALSE,NA,"721307222597349378","عندما تغرد أو تعلق على تغريده شخص ما فأنت تسمح لغيرك بنقدك أو تأييدك فأحرص على أن تكون هذه التغريده لا تنافي دينك",FALSE,"Sat Apr 16 12:00:17 +0000 2016",6099,96,53,FALSE,NA,"مُتابِع",NA,"en",NA,81,"xi2ss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","أستغفر الله العظيم وأتوب إليه
♻️ https://t.co/ovB9eNf63r",0,FALSE,FALSE,"832353370929262592",NA,"<a href=""http://zad-muslim.com"" rel=""nofollow"">تطبيق زاد المسلم</a>",FALSE,"Thu Feb 16 22:18:02 +0000 2017",NA,NA,"ar",2,FALSE,"UAE","401545804","‏‏‏ﻻ استقبل اي تغريدات سياسة
حسابي في الانستقرام malshamsia",FALSE,"Sun Oct 30 18:18:12 +0000 2011",10886,293,73,FALSE,NA,"Alshamsia",NA,"ar",NA,38,"malshamsia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://du3a.org","https://t.co/ovB9eNf63r"
"401","RT @soccernewslink: [1853号]戦いの2017幕開け...（BLOGOLA） #サッカー https://t.co/H3qVwUbPZA",1,FALSE,FALSE,"832353379292581889",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:18:04 +0000 2017",NA,NA,"ja",3,FALSE,"静岡県富士宮市","2337373147","ドＭのアナリストです
やっとアナルフィスト出来るようになりました
これからはもっと拡張してＷを目指しています
真咲監督のオスガズムみたいな体験もしてみたいです",FALSE,"Mon Feb 10 22:58:17 +0000 2014",9753,145,51073,FALSE,NA,"いくいっくん",NA,"ja",NA,221,"ikuoide190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://grnba.jp/index.html#aa02162","https://t.co/H3qVwUbPZA"
"402","@null 68",0,FALSE,FALSE,"832353379321942016","null","<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",FALSE,"Thu Feb 16 22:18:04 +0000 2017",NA,"3562471","und",3,FALSE,NA,"2311896668","自由奔放",FALSE,"Sun Jan 26 13:56:15 +0000 2014",46001,24,72,FALSE,NA,"ろん",NA,"ja",NA,13,"yu0u0ujut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","0715 自動～平日月～金の17時～18時、平日月～木の22時～23時、24時～25時は #ミュート推奨",0,FALSE,FALSE,"832353379326193664",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",FALSE,"Thu Feb 16 22:18:04 +0000 2017",NA,NA,"ja",34,FALSE,"気持ち川崎","573689682","@s_sphere_s の2号機♪( ´▽｀) フォローよろ＼(^o^)／ 津田ちゃんありがとうd(^_^o)",FALSE,"Mon May 07 12:44:07 +0000 2012",326373,476,31,FALSE,"http://twpf.jp/s_sphere_s","スフィ太＠2号機",NA,"ja",NA,603,"s_sphere_s_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","@sm__28 FFFTP",0,FALSE,FALSE,"832353379321929728","sm__28","<a href=""http://shootingstar067.com/"" rel=""nofollow"">ShootingStarPro</a>",FALSE,"Thu Feb 16 22:18:04 +0000 2017","514010436170051585","2355115598","und",583,FALSE,NA,"414306138","C# 勉強マン / Twitter API に触れるとロクなことがない",FALSE,"Wed Nov 16 22:05:44 +0000 2011",2411278,252556,591938,FALSE,NA,"えみりん","Tokyo","ja",32400,263737,"emiri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","@enyesshita (takumi voice) h u ma n s c u m",0,FALSE,FALSE,"832353379305205762","enyesshita","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",FALSE,"Thu Feb 16 22:18:04 +0000 2017","832353102669901825","458988076","pl",9,FALSE,"the void, USA branch","789121453719420928","ITS ME, JUNE, THE SHITPOSTER / they/them/any / #notmypresident / crying over solangelo / ❤ @natsumoe_  / if not on here I'm on pokefarm",FALSE,"Thu Oct 20 15:09:50 +0000 2016",23335,235,3110,FALSE,"http://a-jxu.weebly.com","damn you laslow","Atlantic Time (Canada)","en",-14400,563,"tanuma_ebooks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","RT @9zegk: 悪ふざけみたいな漫画を描きました。爽やかで情緒不安定な体操のお兄さんです。 https://t.co/Z8vCFk1ERP",57180,FALSE,FALSE,"832353379326128128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:04 +0000 2017",NA,NA,"ja",3,FALSE,NA,"825510631776268288","企画とか参加したりキャス流したりする用 つまり本拠地 元→@nasu_92 よくカラオケに行く #ちょいいない",FALSE,"Sun Jan 29 01:07:26 +0000 2017",81,67,79,FALSE,NA,"なす",NA,"ja",NA,133,"nyanasu92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","RT @greyysdream: ������ Lexie Grey é tão linda ������ https://t.co/xJ1wfHlbOr",107,FALSE,FALSE,"832353379326140416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:18:04 +0000 2017",NA,NA,"pt",2,FALSE,NA,"1442075286","A gente é a soma das nossas decisões.",TRUE,"Sun May 19 20:07:28 +0000 2013",50418,1010,30045,FALSE,NA,"All ������","Brasilia","pt",-7200,723,"mrwnbt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Weekend Links: Mobile #Games Ruined Everything, British Shows, &amp; More https://t.co/YTr0ZsNY9M",0,FALSE,FALSE,"832353379317788672",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",FALSE,"Thu Feb 16 22:18:04 +0000 2017",NA,NA,"en",769,FALSE,NA,"723674445651402752","Simple idea for blogging, content, seo, branding & marketing http://bit.ly/2167kIz",FALSE,"Sat Apr 23 00:46:47 +0000 2016",17990,223,0,FALSE,"http://bit.ly/2167kIz","Jose Mendoza","Pacific Time (US & Canada)","en",-28800,94,"_Jose_Mdz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://nzn.me/a114274","https://t.co/YTr0ZsNY9M"
"409","@isaacpikin @purple_alvina everyone has flaws",0,FALSE,FALSE,"832353379313553408","isaacpikin","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:04 +0000 2017","832352780060860420","448826784","en",1,FALSE,NA,"2597273847",NA,FALSE,"Tue Jun 10 08:20:28 +0000 2014",1405,80,212,FALSE,NA,"Samuel Idahosa",NA,"en",NA,290,"samdiegoamor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","RT @GoussYouss: (il a d’ailleurs inspiré la saison 5 de « American Horror Story : Hotel », NDLR). Elisa a été retrouvée quelques jours aprè…",6,FALSE,FALSE,"832353379301089280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:18:04 +0000 2017",NA,NA,"fr",0,FALSE,"ᴊᴇss ﹕﹕ ᴄʜʟᴏᴇ́","2945657049","ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤмoɴѕтα х || втѕㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤˢᵗᵃᶰ ᵈᵃʸ⁶",TRUE,"Sun Dec 28 11:56:07 +0000 2014",3159,116,2423,FALSE,"https://curiouscat.me/sjkdjm","ㅤㅤㅤ","Pacific Time (US & Canada)","fr",-28800,94,"sjkdjm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","#WeightLoss #Program When You Fail to Plan, You Plan to Fail https://t.co/wnRT6C0r5x #JenniferAniston #Go",0,FALSE,FALSE,"832353379326185472",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",FALSE,"Thu Feb 16 22:18:04 +0000 2017",NA,NA,"en",381,FALSE,NA,"546898786","The latest Jennifer Aniston gossip online keeping you up to date with all #Jennifer #Aniston news. #CelebrityNews",FALSE,"Fri Apr 06 15:35:57 +0000 2012",385439,5309,0,FALSE,NA,"Jennifer Aniston Fan","Pacific Time (US & Canada)","en",-28800,1078,"J_Aniston_Watch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://ow.ly/4n2KHv","https://t.co/wnRT6C0r5x"
"412","RT @andrepaco2001: Fico msm triste com algumas cenas q vejo",24,FALSE,FALSE,"832353379326296065",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:18:04 +0000 2017",NA,NA,"pt",7,FALSE,NA,"2380974662","Voleibol | FGVC | FUTEBOL CLUBE DO PORTO 1893 |",FALSE,"Sun Mar 09 20:15:43 +0000 2014",49459,483,11892,FALSE,NA,"Freire","Pacific Time (US & Canada)","pt",-28800,196,"cvlfreire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","RT @_xgha4: والله الجو الحلو هو اللي يحسّن النفسيه اما الناس مامنهم فايده.",18,FALSE,FALSE,"832353379317907456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:04 +0000 2017",NA,NA,"ar",4,FALSE,NA,"303748907","‏انا اعطي بدون ما أفكر بالمقابل ، انا اكمل النقص اللي فيك وما أنقص بدونك.",FALSE,"Mon May 23 11:06:11 +0000 2011",22306,4652,2112,FALSE,NA,"مونيرا","Quito","en",-18000,500,"Viillz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","RT @zaynmalik: Vibe https://t.co/Epr2V6jSpC",32181,FALSE,FALSE,"832353379317854208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:04 +0000 2017",NA,NA,"en",10,FALSE,"mystic falls","2936759813","❝zombies eat brains, relax, you are safe❞",TRUE,"Mon Dec 22 10:34:06 +0000 2014",18173,1280,11317,FALSE,"https://twitter.com/zaynmalik/status/115130210994765824","☾gretel☽",NA,"it",NA,2240,"zainjaawaad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
